Name,Worth,Age,Country,Self Made,Dropped Out,Bachelors Degree,Masters Degree,MBA1,phd,professional_degree,Other Degrees,Joining Year,No Of Times On List,No Of Times Left,No Of Comebacks,Longest Time Away,Sector,Gender1,Detail1,Detail2,Number Of Degress,Presence On List,Continent/Region,last_year_on_list,last_off_list,founding_year,relation,Cluster,Age at start
Danny Tan Chee Sing,1.15,59,Malaysia,Y,N,N,N,N,N,N,N,2014,2,1,0,0,Real Estate,male,"property, Self Made",High School,1,0.5,Asia,2015,2016,1990,,The Hustler,35
Alexei Semin,1.15,46,Russia,Y,N,Y,N,N,N,N,N,2014,1,1,0,0,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, Kazan State University",1,0.25,Europe,2014,2015,1991,Founder,The Hustler,
Qi Xiangdong,1.15,43,China,Y,N,Y,N,Y,N,N,N,2014,1,1,0,0,Software,male,"software, Self Made","Bachelor of Arts / Science, Changchun College of Posts and Telecommunications; Master of Business Administration, Beijing University of Science and Technology",2,0.25,Asia,2014,2015,2005,Founder,The Hustler,35
Dai Deming,1.1,NA,China,Y,N,N,N,N,N,N,N,2015,1,1,0,0,Logistics,male,"auto distribution, Self Made",NA,0,0.33,Asia,2015,2016,,,The Newbie,
Guo Wengui,1.1,NA,China,Y,N,N,N,N,N,N,N,2015,1,1,0,0,Real Estate,male,"real estate, Self Made",NA,0,0.33,Asia,2015,2016,,,The Newbie,
Luo Fei,1.1,NA,China,Y,N,N,N,N,N,N,N,2014,1,1,0,0,Retail,male,"infant formula, Self Made",NA,0,0.25,Asia,2014,2015,1999,CEO,The Hustler,
Chen Zuyuan,1.1,n/a,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Real Estate,male,"real estate, pharmaceuticals, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Li Dongjun,1.1,n/a,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Logistics,male,"logistics, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Li Yong,1.1,n/a,China,Y,N,N,N,N,N,N,N,2016,2,0,0,0,Manufacturing,male,"chemicals, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Lin Yi,1.1,n/a,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Real Estate,male,"real estate, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Lu Jonathan,1.1,n/a,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Software,male,"Alibaba, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Georg Nemetschek,1.1,n/a,Germany,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Software,male,"software, Self Made",NA,0,1,Europe,2017,,,,The Newbie,
Mohammed Serafi,1.1,n/a,Saudi Arabia,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Investments,male,"investments, Self Made",NA,0,1,Middle East,2017,,,,The Newbie,
Sun Yinhuan,1.1,n/a,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Diversified,male,"diversified, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Swift Xie,1.1,n/a,China,Y,N,N,N,N,N,N,N,2016,2,0,0,0,Technology,male,"drones, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Len Ainsworth,1.1,93,Australia,Y,N,N,N,N,N,N,N,2013,4,1,1,1,Gaming,male,"betting machines, Self Made","Diploma, High School",1,0.8,Oceania,2017,2016,1953,Founder,The Consistent,30
Samprada Singh,1.1,91,India,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Health care,male,"Pharma, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Arnold Clark,1.1,89,United Kingdom,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Automotive,male,"Arnold Clark Automobiles, Self Made",NA,0,1,Europe,2017,,,,The Newbie,
Daisy Igel,1.1,89,Brazil,N,N,N,N,N,N,N,N,2013,4,1,1,1,Energy,female,"gas, petrochemicals",NA,0,0.8,South America,2017,2016,,Relation,The Consistent,
Shoji Uehara,1.1,89,Japan,N,N,N,N,N,N,N,N,2014,2,1,1,2,Medicine,male,pharmaceuticals,NA,0,0.5,Asia,2017,2015,1912,Relation,The Hustler,
Kenneth Adams,1.1,89,United States,Y,N,Y,N,N,N,N,N,2009,5,1,0,0,Energy,male,"oil, Self Made","Bachelor of Arts / Science, University of Kansas",1,0.56,North America,2013,2014,,,The Ghost,
Keshub Mahindra,1.1,87,India,N,N,Y,N,N,N,N,N,2007,2,2,1,3,Diversified,male,diversified,"Bachelor of Arts / Science, University of Pennsylvania",1,0.18,Asia,2011,2012,,,The Ghost,
Jose Mendes Nogueira,1.1,86,Brazil,Y,N,N,N,N,N,N,N,2014,1,1,0,0,Metals and Mining,male,"iron ore mining, Self Made",NA,0,0.25,South America,2014,2015,1966,Founder,The Hustler,39
Lee Man Tat,1.1,86,Hong Kong,N,N,N,N,N,N,N,N,2013,4,1,0,0,Retail,male,food,NA,0,0.8,Asia,2016,2017,1888,Relation,The Consistent,
Lim Hariyanto Wijaya Sarwono,1.1,86,Indonesia,Y,N,N,N,N,N,N,N,2013,2,1,0,0,Metals and Mining,male,"palm oil, Self Made",NA,0,0.4,Asia,2014,2015,1996,Founder,The Hustler,69
Sanford Weill,1.1,84,United States,Y,N,Y,N,N,N,N,N,2007,5,1,1,6,Finance,male,"Citigroup, Self Made","Bachelor of Arts / Science, Cornell University",1,0.45,North America,2017,2009,,Founder,The Hustler,
Joyce Raley Teel,1.1,84,United States,N,N,N,N,N,N,N,N,2007,5,3,2,3,Retail,female,supermarkets,NA,0,0.45,North America,2015,2016,,,The Hustler,
Kamil Yazici,1.1,84,Turkey,Y,N,N,N,N,N,N,N,2007,7,1,0,0,Food and Beverage,male,"beverages, diversified, Self Made",NA,0,0.64,Middle East,2013,2014,,,The Ghost,
Yoshiko Shinohara,1.1,82,Japan,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Service,male,"staffing, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Robert Ingham,1.1,82,Australia,N,N,N,N,N,N,N,N,2013,2,1,0,0,Retail,male,agribusiness,"Diploma, High School",1,0.4,Oceania,2014,2015,1918,Relation,The Hustler,
Gordon Wu,1.1,81,Hong Kong,Y,N,Y,N,N,N,N,N,2008,5,2,2,4,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, Princeton University",1,0.5,Asia,2017,2016,1972,,The Hustler,37
Albert Gubay,1.1,81,United Kingdom,N,N,N,N,N,N,N,N,2007,4,1,0,0,Real Estate,male,real estate,NA,0,0.36,Europe,2010,2011,,,The Ghost,
Thomas Bailey,1.1,80,United States,Y,N,Y,N,Y,N,N,N,2007,10,1,1,1,Finance,male,"money management, Self Made","Bachelor of Arts / Science, Michigan State University; Master of Business Administration, University of Western Ontario",2,0.91,North America,2017,2009,1969,Founder,The Consistent,33
Roberto Ongpin,1.1,80,Philippines,Y,N,N,N,Y,N,N,N,2012,3,1,1,3,Diversified,male,"diversified, Self Made","Master of Business Administration, Harvard University",1,0.5,Asia,2017,2014,,,The Hustler,
Jonathan Lovelace Jr,1.1,80,United States,N,N,Y,N,N,N,N,N,2007,1,1,0,0,Investments,male,,"Princeton University, Associate in Arts / Science",1,0.09,North America,2007,2008,,,The Ghost,
Ray Irani,1.1,80,United States,Y,N,N,N,N,Y,N,N,2014,2,1,0,0,Energy,male,"Oil, Self Made","Doctorate, University of Southern California",1,0.5,North America,2015,2016,1920,Former Ceo,The Hustler,
Lia Maria Aguiar,1.1,79,Brazil,N,N,N,N,N,N,N,N,2011,6,1,1,1,Finance,female,banking,NA,0,0.86,South America,2017,2016,1943,Relation,The Consistent,
Cho Yang-Rai,1.1,79,South Korea,N,N,Y,N,N,N,N,N,2014,3,1,1,1,Automotive,male,tire manufacturing,"Bachelor of Arts / Science, University of Alabama",1,0.75,Asia,2017,2016,1941,Relation,The Consistent,
Bruno Steinhoff,1.1,79,Germany,Y,N,N,N,N,N,N,N,2015,3,0,0,0,Retail,male,"furniture, Self Made",NA,0,1,Europe,2017,,,,The Newbie,
Kazuo Inamori,1.1,79,Japan,N,N,N,N,N,N,N,N,2011,1,1,0,0,Technology,male,electronics,NA,0,0.14,Asia,2011,2012,1959,Founder,The Ghost,28
Shlomo Eliahu,1.1,79,Israel,Y,N,N,N,N,N,N,N,2011,3,2,1,2,Finance,male,"insurance, Self Made",NA,0,0.43,Middle East,2015,2016,1955,Founder,The Hustler,20
Yao Juhuo,1.1,79,China,Y,N,N,N,N,N,N,N,2010,1,1,0,0,Metals and Mining,male,"coal, Self Made",NA,0,0.13,Asia,2010,2011,,,The Ghost,
Kenneth Lo,1.1,78,United Kingdom,N,N,N,N,N,N,N,N,2015,3,0,0,0,Manufacturing,male,textiles,NA,0,1,Europe,2017,,,,The Newbie,
Masahiro Noda,1.1,78,Japan,Y,N,Y,N,N,N,N,N,2016,2,0,0,0,Software,male,"software, Self Made","Bachelor of Arts / Science, Laval University",1,1,Asia,2017,,,,The Newbie,
Ion Tiriac,1.1,77,Romania,Y,N,N,N,N,N,N,N,2007,6,2,2,4,Finance,male,"banking, insurance, Self Made",NA,0,0.55,Europe,2017,2011,,,The Hustler,
Jean Burelle,1.1,77,France,N,N,N,N,Y,N,N,N,2014,3,1,0,0,Automotive,male,automotive systems,"Master of Business Administration, Harvard Business School; Graduate, Zurich Polytechnic",2,0.75,Europe,2016,2017,1957,,The Consistent,
Kagemasa Kozuki,1.1,76,Japan,Y,N,Y,N,N,N,N,N,2014,2,1,1,2,Gaming,male,"video games, Self Made","Bachelor of Arts / Science, Kansai University",1,0.5,Asia,2017,2015,,,The Hustler,
Cho Chang-Gul,1.1,76,South Korea,Y,N,Y,N,N,N,N,N,2016,1,1,0,0,Retail,male,"Furniture, Self Made","Bachelor of Arts / Science, Seoul National University",1,0.5,Asia,2016,2017,,,The Newbie,
Leonard Buckeridge,1.1,76,Australia,Y,N,N,N,N,N,N,N,2011,3,1,0,0,Construction and Engineering,male,"construction, Self Made",NA,0,0.43,Oceania,2013,2014,,,The Ghost,
Michael Strauss,1.1,76,Israel,N,N,N,N,N,N,N,N,2011,1,1,0,0,Food and Beverage,male,"food, beverages",NA,0,0.14,Middle East,2011,2012,,,The Ghost,
Steven Roth,1.1,75,United States,Y,N,Y,N,Y,N,N,N,2007,5,3,3,3,Real Estate,male,"real estate, Self Made","Bachelor of Arts / Science, Dartmouth College; Master of Business Administration, Tuck School of Business",2,0.45,North America,2017,2016,,,The Hustler,
Oakleigh Thorne,1.1,75,United States,N,N,Y,N,N,N,N,N,2008,1,1,0,0,Media,male,NA,NA,0,0.1,North America,2008,2009,,,The Ghost,
Richard Elman,1.1,75,United Kingdom,Y,N,N,N,N,N,N,N,2008,7,2,1,1,Metals and Mining,male,"commodities, Self Made",NA,0,0.7,Europe,2015,2016,1989,,The Hustler,50
Chen Baozhen,1.1,74,China,Y,N,N,N,N,N,N,N,2016,2,0,0,0,Service,male,"internet services, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Thomas James,1.1,74,United States,N,N,Y,N,Y,Y,Y,N,2017,1,0,0,0,Finance,male,finance,"Master of Business Administration, Harvard Business School; Bachelor of Arts / Science, Harvard University; Doctor of Jurisprudence, Stetson University",3,1,North America,2017,,,,The Newbie,
Daniel Hirschfeld,1.1,74,United States,N,N,N,N,N,N,N,N,2014,3,1,0,0,Fashion and Retail,male,apparel retailer,NA,0,0.75,North America,2016,2017,1948,,The Consistent,
Samuel Wyly,1.1,74,United States,Y,N,Y,N,Y,N,N,N,2007,3,2,1,1,Investments,male,"investments, Self Made","Bachelor of Arts / Science, Louisiana Tech University; Master of Business Administration, University of Michigan",2,0.27,North America,2010,2011,,,The Ghost,
Yu Awu,1.1,73,China,Y,N,N,N,N,N,N,N,2015,1,1,0,0,Fashion and Retail,male,"jewelry, Self Made",NA,0,0.33,Asia,2015,2016,,,The Newbie,
Dominique Desseigne,1.1,72,France,N,N,N,N,N,N,N,N,2017,1,0,0,0,Gaming,female,casinos,NA,0,1,Europe,2017,,,,The Newbie,
Wang Zhenghua,1.1,72,China,Y,N,N,N,N,N,N,N,2015,3,0,0,0,Automotive,male,"budget airline, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Xia Dinghu,1.1,72,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Automotive,male,"auto parts, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Anu Aga,1.1,72,India,N,N,Y,N,N,N,N,N,2008,3,3,2,3,Construction and Engineering,male,engineering,"Bachelor of Arts / Science, Bombay University",1,0.3,Asia,2015,2016,,,The Hustler,
Hua Xuande,1.1,72,China,Y,N,N,N,N,N,N,N,2016,1,1,0,0,Health care,male,"Pharmaceuticals, Self Made",NA,0,0.5,Asia,2016,2017,,,The Newbie,
Eduardo Belmont Anderson,1.1,71,Peru,Y,N,Y,N,N,N,N,N,2013,5,0,0,0,Fashion and Retail,male,"cosmetics, Self Made","Bachelor of Arts / Science, University of North Carolina at  Chapel Hill",1,1,South America,2017,,1988,,The Consistent,43
Alberto Cortina,1.1,71,Spain,Y,N,N,N,N,Y,Y,N,2008,9,1,1,1,Investments,male,"investments, Self Made","Doctor of Jurisprudence, Universidad Complutense de Madrid",1,0.9,Europe,2017,2016,1952,,The Consistent,
Soichiro Fukutake,1.1,71,Japan,N,N,N,N,N,N,N,N,2007,11,0,0,0,Service,male,education,NA,0,1,Asia,2017,,1955,Relation,The Consistent,
Li Fucheng,1.1,71,China,Y,N,N,N,N,N,N,N,2016,2,0,0,0,Agriculture,male,"agribusiness, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Prayudh Mahagitsiri,1.1,71,Thailand,N,N,N,N,N,N,N,N,2017,1,0,0,0,Food and Beverage,male,"coffee, shipping",NA,0,1,Asia,2017,,,,The Newbie,
Youssef Mansour,1.1,71,Egypt,Y,N,Y,N,Y,N,N,N,2011,7,0,0,0,Diversified,male,"diversified, Self Made","Master of Business Administration, Auburn University; Bachelor of Science in Engineering, North Carolina State University",2,1,Africa,2017,,1952,,The Consistent,
Deniz Sahenk,1.1,71,Turkey,N,N,N,N,N,N,N,N,2008,9,1,1,1,Finance,female,"bank, media",NA,0,0.9,Middle East,2017,2009,,Relation,The Consistent,
Elisabeth Badinter,1.1,71,France,N,N,N,N,N,N,N,N,2012,4,1,0,0,Media,female,advertising,NA,0,0.67,Europe,2015,2016,1926,Relation,The Hustler,
Marvin Herb,1.1,71,United States,Y,N,Y,N,N,N,N,N,2007,2,1,0,0,Food and Beverage,male,NA,"University of Buffalo, Bachelor of Arts / Science",1,0.18,North America,2008,2009,,,The Ghost,
Mehmet Rustu Basaran,1.1,70,Turkey,N,N,N,N,N,N,N,N,2010,7,1,1,1,Finance,female,"bank, gas",NA,0,0.88,Middle East,2017,2014,,,The Consistent,
Richard Chang,1.1,70,Taiwan,Y,N,N,N,N,N,N,N,2014,3,1,1,1,Real Estate,male,"real estate, electronics, Self Made",NA,0,0.75,Asia,2017,2016,,,The Consistent,
Mohammed Ibrahim,1.1,70,United Kingdom,Y,N,Y,N,N,N,N,N,2008,10,0,0,0,Telecom,male,"communications, Self Made","Bachelor of Arts / Science, University of Alexandria; Master, University of Bradford; Ph.D, University of Birmingham",3,1,Europe,2017,,1998,,The Consistent,52
Lo Ka Shui,1.1,70,Hong Kong,N,N,Y,N,N,Y,Y,N,2017,1,0,0,0,Real Estate,female,real estate,"Bachelor of Arts / Science, McGill University; Medical Doctor, Cornell University",2,1,Asia,2017,,,,The Newbie,
Judith Neilson,1.1,70,Australia,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Investments,female,"investments, Self Made",NA,0,1,Oceania,2017,,,,The Newbie,
Antonio Jose Carneiro,1.1,70,Brazil,Y,N,N,N,N,N,N,N,2012,2,1,0,0,Energy,male,"electricity distribution, Self Made","High School Graduate, High School",1,0.33,South America,2013,2014,,,The Ghost,
Edir Macedo,1.1,70,Brazil,Y,N,N,N,N,N,N,N,2013,3,1,0,0,Media,male,"broadcasting, Self Made",NA,0,0.6,South America,2015,2016,1953,,The Hustler,
Robert Ell,1.1,70,Australia,Y,N,N,N,N,N,N,N,2014,2,1,0,0,Real Estate,male,"property, Self Made",NA,0,0.5,Oceania,2015,2016,1976,Founder,The Hustler,32
Ding Yuhua,1.1,68,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Automotive,male,"tires, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Dieter von Holtzbrinck,1.1,68,Germany,N,N,N,N,N,N,N,N,2007,4,1,0,0,Media,male,publishing,NA,0,0.36,Europe,2010,2011,1948,Relation,The Ghost,
Jose Manuel Loureda,1.1,68,Spain,Y,N,N,N,N,N,N,N,2007,1,1,0,0,Construction and Engineering,male,"self made, construction",NA,0,0.09,Europe,2008,2009,,,The Ghost,
Sun Shoukuan,1.1,67,China,Y,N,N,N,N,N,N,N,2015,3,0,0,0,Metals and Mining,male,"metals. coal, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Zhang Daocai,1.1,67,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Construction and Engineering,male,"valves, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Zhang Desheng,1.1,67,China,Y,N,N,N,N,N,N,N,2016,2,0,0,0,Manufacturing,male,"manufacturing, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Eric Sprott,1.1,67,Canada,Y,N,Y,N,N,N,N,N,2012,1,1,0,0,Finance,male,"Asset management, Self Made","Bachelor of Arts / Science, Carleton University",1,0.17,North America,2012,2013,,,The Ghost,
Satish Mehta,1.1,66,India,Y,N,Y,Y,N,N,N,N,2016,2,0,0,0,Health care,male,"pharmaceuticals, Self Made","Master of Science, Pune University; Bachelor of Arts / Science, Pune University",2,1,Asia,2017,,,,The Newbie,
Tsai Ming-Kai,1.1,66,Taiwan,Y,N,N,N,N,N,N,N,2010,7,1,1,1,Technology,male,"semiconductors, Self Made",NA,0,0.88,Asia,2017,2016,1997,CEO,The Consistent,
Thomas Wu,1.1,66,Taiwan,N,N,N,N,N,N,N,N,2015,2,1,1,1,Finance,male,finance,NA,0,0.67,Asia,2017,2016,,,The Newbie,
"Daniel Harrison, III.",1.1,66,United States,N,N,N,N,N,N,N,N,2013,2,1,0,0,Energy,male,oil and gas,NA,0,0.4,North America,2014,2015,,,The Hustler,
Laurent Burelle,1.1,66,France,N,N,N,Y,N,N,N,N,2014,3,1,0,0,Automotive,male,automotive systems,"Graduate, Zurich Polytechnic; Master of Science, Massachusetts Institute of Technology",2,0.75,Europe,2016,2017,1957,Relation,The Consistent,
Leonid Boguslavsky,1.1,65,Russia,Y,N,N,Y,N,N,N,N,2016,2,0,0,0,Investments,male,"venture capital, Self Made","Master of Science, Moscow Institute for Transport Engineering",1,1,Europe,2017,,,,The Newbie,
Chung Mong-Joon,1.1,65,South Korea,N,N,N,N,N,Y,N,N,2007,10,1,1,1,Manufacturing,male,"shipbuilding, industrial machines","Doctorate, Johns Hopkins University",1,0.91,Asia,2017,2016,1967,,The Consistent,
Gao Dekang,1.1,65,China,Y,N,N,N,Y,N,N,N,2008,9,1,1,1,Fashion and Retail,male,"apparel, Self Made","EMBA, Phoenix International University",1,0.9,Asia,2017,2009,1975,,The Consistent,24
John Martin,1.1,65,United States,Y,N,N,N,N,N,N,N,2015,3,0,0,0,Health care,male,"pharmaceuticals, Self Made",NA,0,1,North America,2017,,,,The Newbie,
Edward Linde,1.1,65,United States,Y,N,Y,N,Y,N,N,N,2007,1,1,0,0,Real Estate,male,"self made, Real Estate","Massachusetts Institute of Technology, Bachelor of Arts / Science ;Harvard University, Master of Business Administration",2,0.09,North America,2007,2008,,,The Ghost,
Koo Bon-Neung,1.1,65,South Korea,N,N,Y,N,N,N,N,N,2011,5,1,0,0,Technology,male,electronics,"Bachelor of Arts / Science, Korea University",1,0.71,Asia,2015,2016,1947,Relation,The Hustler,
Yalcin Sabanci,1.1,65,Turkey,N,N,N,N,N,N,N,N,2007,2,1,0,0,Logistics,male,NA,NA,0,0.18,Middle East,2008,2009,,,The Ghost,
Hideyuki Busujima,1.1,64,Japan,N,N,N,N,N,N,N,N,2016,2,0,0,0,Manufacturing,female,pachinko machines,NA,0,1,Asia,2017,,,,The Newbie,
Jin Huiming,1.1,64,China,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Real Estate,male,"real estate, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Li Hongxin,1.1,64,China,Y,N,N,N,N,N,N,N,2011,2,1,1,5,Manufacturing,male,"paper & related products, Self Made",NA,0,0.29,Asia,2017,2012,,,The Hustler,
Alan Rydge,1.1,64,Australia,Y,N,N,N,N,N,N,N,2014,4,0,0,0,Real Estate,male,"entertainment, Self Made",NA,0,1,Oceania,2017,,1913,Relation,The Consistent,
Vladimir Scherbakov,1.1,64,Russia,Y,N,N,Y,N,Y,N,N,2013,2,1,0,0,Automotive,male,"autos, Self Made","Master of Science, Togliatti State University; Doctorate, Higher Komsomol School of the Central Committee of the Komsomol",2,0.4,Europe,2014,2015,1996,Founder,The Hustler,47
Liora Ofer,1.1,63,Israel,N,N,N,N,N,N,N,N,2017,1,0,0,0,Investments,female,investments,NA,0,1,Middle East,2017,,,,The Newbie,
Bhupendra Kumar Modi,1.1,63,India,N,N,N,N,Y,N,N,N,2011,2,1,0,0,Telecom,male,Telecoms,"Master of Business Administration, Marshall School of Business",1,0.29,Asia,2012,2013,,,The Ghost,
Boris Berezovsky,1.1,63,Russia,Y,N,N,N,N,N,N,N,2007,3,1,0,0,Automotive,male,"self made, car dealership, Aeroflot, oil",NA,0,0.27,Europe,2009,2010,,,The Ghost,
Guilherme Paulus,1.1,63,Brazil,Y,N,N,N,N,N,N,N,2013,1,1,0,0,Service,male,"tourism, Self Made",NA,0,0.2,South America,2013,2014,,,The Ghost,
Norbert Dentressangle,1.1,62,France,Y,N,N,N,N,N,N,N,2016,2,0,0,0,Logistics,male,"transport, logistics, Self Made",NA,0,1,Europe,2017,,,,The Newbie,
Hon Kwok Lung,1.1,62,Hong Kong,Y,N,N,N,N,N,N,N,2017,1,0,0,0,Real Estate,female,"real estate, Self Made",NA,0,1,Asia,2017,,,,The Newbie,
Isaac Larian,1.1,62,United States,Y,N,N,N,N,N,N,N,2014,2,1,1,2,Manufacturing,male,"toys, Self Made",NA,0,0.5,North America,2017,2015,1979,Founder,The Hustler,25
Harald Link,1.1,62,Thailand,N,N,N,N,N,N,N,N,2017,1,0,0,0,Diversified,male,diversified,NA,0,1,Asia,2017,,,,The Newbie,
S.D. Shibulal,1.1,62,India,Y,N,N,Y,N,N,N,N,2011,4,1,1,3,Software,male,"software services, Self Made","Master of Science, Boston University",1,0.57,Asia,2017,2012,,,The Hustler,
Xiu Laigui,1.1,62,China,Y,N,N,N,N,N,N,N,2011,5,1,1,2,Health care,male,"pharmaceuticals, Self Made",NA,0,0.71,Asia,2017,2013,,,The Hustler,
Bent Jensen,1.1,62,Denmark,N,N,Y,N,N,N,N,N,2013,2,1,0,0,Technology,male,electric linear systems,"Bachelor of Arts / Science, University of Southern Denmark",1,0.4,Europe,2014,2015,1907,Relation,The Hustler,
Gary West,1.1,62,United States,Y,N,N,N,N,N,N,Y,2007,2,1,0,0,Media,male,"self made, West Corp",Dana College,1,0.18,North America,2008,2009,,,The Ghost,
He Zhusheng,1.1,62,China,N,N,N,N,N,N,N,N,2010,1,1,0,0,Manufacturing,male,"self made, chemicals",,0,0.13,Asia,2010,2011,,,The Ghost,
John Grill,1.1,62,Australia,Y,N,N,N,N,N,N,N,2008,1,1,0,0,Construction and Engineering,male,"Engineering, Self Made",NA,0,0.1,Oceania,2008,2009,,,The Ghost,
Marc Nathanson,1.1,62,United States,Y,N,Y,Y,N,N,N,N,2008,1,1,0,0,Media,male,NA,NA,0,0.1,North America,2008,2009,,,The Ghost,
Mary West,1.1,62,United States,Y,N,N,N,N,N,N,N,2007,2,1,0,0,Service,female,"telemarketing, Self Made","Diploma, High School",1,0.18,North America,2008,2009,,,The Ghost,
Maria Del Pino y Calvo-Sotelo,1.1,61,Spain,N,N,Y,N,N,N,N,N,2013,5,0,0,0,Construction and Engineering,female,construction,"Bachelor of Arts / Science, IESE Business School",1,1,Europe,2017,,1952,,The Consistent,
Jamie Dimon,1.1,61,United States,Y,N,N,N,Y,N,N,N,2017,1,0,0,0,Finance,male,"banking, Self Made","Master of Business Administration, Harvard Business School",1,1,North America,2017,,,,The Newbie,
Alexander Putilov,1.1,61,Russia,Y,N,Y,N,N,N,N,N,2011,3,2,1,1,Energy,male,"oil, Self Made","Bachelor of Arts / Science, Tyumen Industrial Institute",1,0.43,Europe,2014,2015,1991,Founder,The Hustler,
Cao Dewang,1.1,61,China,N,N,N,N,N,N,N,N,2007,1,1,0,0,Manufacturing,male,Auto,NA,0,0.09,Asia,2007,2008,,,The Ghost,
Robert Johnson,1.1,61,United States,Y,N,Y,Y,N,N,N,N,2007,2,1,0,0,Media,male,NA,NA,0,0.18,North America,2008,2009,1980,Founder,The Ghost,34
Sheng Baijiao,1.1,61,China,N,N,N,N,N,N,N,N,2013,1,1,0,0,Fashion and Retail,male,retail-apparel/shoe,NA,0,0.2,Asia,2013,2014,,,The Ghost,
Tadahiro Yoshida,1.1,61,Japan,N,N,N,N,N,N,N,N,2007,2,1,0,0,Retail,male,NA,NA,0,0.18,Asia,2008,2009,1934,Relation,The Ghost,
Andrea Reimann-Ciardelli,1.1,60,United States,N,N,N,N,N,N,N,N,2014,4,0,0,0,Retail,female,consumer goods,NA,0,1,North America,2017,,1923,Relation,The Consistent,
Beny Steinmetz,1.1,60,Israel,N,N,N,N,N,N,N,N,2008,10,0,0,0,Metals and Mining,male,"mining, diamonds, real estate",NA,0,1,Middle East,2017,,,,The Consistent,
Goh Peng Ooi,1.1,60,Malaysia,Y,N,N,N,N,N,N,N,2014,2,1,0,0,Software,male,"software, Self Made",NA,0,0.5,Asia,2015,2016,1989,,The Hustler,35
Ioan Niculae,1.1,60,Romania,Y,N,N,N,N,N,N,N,2010,4,2,1,2,Agriculture,male,"agriculture, Self Made",NA,0,0.5,Europe,2015,2016,1995,Founder,The Hustler,41
John P Manning,1.1,60,United States,Y,N,Y,N,N,N,N,N,2007,2,1,0,0,Real Estate,male,,"Bachelor of Arts / Science 
Boston College",1,0.18,North America,2008,2009,,,The Ghost,
Marli Pissollo,1.1,60,Brazil,N,N,N,N,N,N,N,N,2015,1,1,0,0,Agriculture,female,agribusiness,NA,0,0.33,South America,2015,2016,,,The Newbie,
Muneaki Masuda,1.1,60,Japan,Y,N,Y,N,N,N,N,N,2011,1,1,0,0,Retail,male,"retail, Self Made","Bachelor of Arts / Science, Doshisha University",1,0.14,Asia,2011,2012,,,The Ghost,
Nezih Barut,1.1,60,Turkey,N,N,Y,N,N,N,N,N,2013,1,1,0,0,Health care,female,pharmaceutical,"Bachelor of Arts / Science, Istanbul University Faculty of Pharmacy",1,0.2,Middle East,2013,2014,,,The Ghost,
